0	3.724041
1	4.626979
2	4.880208
3	3.193141
4	3.879316
5	3.506523
6	3.355653
7	3.460350
8	3.876992
9	3.747319
10	3.560579
11	4.098174
12	3.783058
13	4.234598
14	4.484824
15	4.951766
16	5.178808
17	4.695735
18	4.574726
19	5.004746
20	5.069687
21	5.103444
22	4.993963
23	4.664429
24	4.975516
25	6.025261
26	5.391719
27	5.709540
28	6.454786
29	6.139614
30	5.692348
31	6.530014
32	6.601017
33	7.164492
34	7.683786
35	7.328728
36	7.695174
37	8.079581
38	8.224394
39	8.605197
40	9.415905
41	9.302964
42	9.357333
43	9.629933
44	9.932763
45	10.372329
46	10.845070
47	11.077304
48	10.675044
49	10.978674
50	11.333878
51	12.057646
52	12.539370
53	12.566434
54	13.031436
55	12.759063
56	12.989809
57	13.577534
58	13.380763
59	13.640630
60	13.978874
61	13.843429
62	13.900074
63	14.236134
64	14.227491
65	14.223205
66	14.994944
67	14.719851
68	15.278190
69	15.441445
70	16.258291
71	15.998505
72	15.897133
73	15.873669
74	16.055075
75	16.130878
76	16.285845
77	16.589012
78	17.027552
79	17.634602
80	17.607521
81	17.273026
82	17.243942
83	17.608067
84	17.762611
85	17.559048
86	18.532154
87	18.796341
88	18.582447
89	19.384911
90	19.550915
91	20.449753
92	20.926683
93	20.409668
94	20.924444
95	21.325396
96	21.526424
97	21.938951
98	21.992985
99	21.946550
100	21.936987
101	22.665621
102	22.580633
103	22.347088
104	22.809071
105	23.245001
106	23.459824
107	23.225327
108	23.737333
109	23.546053
110	23.300484
111	23.548449
112	23.639278
113	24.241882
114	24.480854
115	24.545710
116	25.003023
117	25.070784
118	25.035988
119	25.170738
120	25.673737
121	26.244045
122	26.555996
123	27.214565
124	26.760897
125	26.805414
126	26.657539
127	26.955683
128	27.611595
129	28.026630
130	28.661211
131	29.830872
132	29.472363
133	29.602160
134	30.306591
135	30.549288
136	30.508722
137	31.003984
138	31.108397
139	31.582289
140	32.190567
141	31.681673
142	31.608839
143	31.182831
144	31.681870
145	32.524094
146	33.123096
147	33.469032
148	33.730225
149	34.441868
150	34.236149
151	34.153030
152	34.039391
153	34.312710
154	34.183609
155	33.746300
156	33.795834
157	33.481968
158	34.011806
159	34.596939
160	34.658825
161	34.850296
162	35.912991
163	36.202816
164	36.480270
165	36.192104
166	35.500214
167	36.378471
168	36.630665
169	36.609928
170	36.883492
171	37.021584
172	36.966484
173	37.080986
174	37.124146
175	37.437695
176	37.840164
177	38.479355
178	38.312401
179	38.442757
180	39.365829
181	39.222549
182	38.587166
183	38.911701
184	38.540356
185	39.085518
186	39.483521
187	40.198647
188	40.545380
189	40.461334
190	40.330441
191	40.805687
192	40.806477
193	41.354069
194	41.573254
195	42.008423
196	42.116383
197	42.755299
198	42.971413
199	42.731060
200	42.870922
201	42.759758
202	43.348743
203	43.343708
204	43.784924
205	43.416634
206	43.627357
207	44.167912
208	44.165352
209	44.451450
210	44.710403
211	63.377430
212	63.045685
213	62.493412
214	62.393677
215	62.721874
216	62.636776
217	62.144543
218	61.789749
219	61.729092
220	61.381702
221	61.121441
222	61.269016
223	61.342709
224	60.558834
225	60.945168
226	60.560131
227	60.591888
228	60.309502
229	60.356136
230	60.059208
231	59.388573
232	59.131683
233	59.138172
234	58.779804
235	58.675411
236	58.571922
237	57.908714
238	58.049160
239	57.834339
240	57.723007
241	57.412052
242	57.854778
243	57.813160
244	57.806179
245	57.552734
246	57.074142
247	56.894192
248	56.857582
249	56.806107
250	56.645813
251	56.371284
252	56.294590
253	56.145817
254	56.426216
255	55.901928
256	55.588383
257	55.061119
258	54.484844
259	54.574051
260	54.691017
261	54.489307
262	54.303753
263	54.135666
264	53.656990
265	53.425911
266	53.698421
267	53.392204
268	53.158207
269	52.886681
270	51.962135
271	51.794167
272	51.444942
273	51.661366
274	51.380360
275	51.567036
276	50.870178
277	51.094727
278	51.063591
279	50.858883
280	50.162762
281	50.562607
282	50.434364
283	50.481995
284	50.612392
285	50.100620
286	49.145840
287	48.502258
288	48.408173
289	48.123474
290	47.672054
291	47.751186
292	47.000671
293	47.394501
294	47.551769
295	47.212475
296	46.766670
297	46.397827
298	46.183361
299	46.207272
300	46.376228
