0	3.988349
1	4.538472
2	6.546704
3	6.546959
4	5.340061
5	5.106769
6	6.349062
7	5.920800
8	5.572427
9	5.856586
10	5.847991
11	5.968244
12	5.116718
13	6.135458
14	6.885902
15	6.090464
16	5.811585
17	7.053709
18	7.496532
19	7.282089
20	7.231261
21	7.355364
22	7.037201
23	7.879885
24	8.709511
25	8.413509
26	9.071519
27	8.727875
28	8.084588
29	7.879673
30	8.543949
31	9.232266
32	9.551895
33	9.893298
34	9.409182
35	8.738399
36	8.949949
37	9.219465
38	9.320304
39	10.585834
40	10.793116
41	10.435789
42	9.864103
43	10.847369
44	11.728317
45	12.031254
46	12.213373
47	12.866349
48	13.455448
49	12.473254
50	12.124553
51	12.811147
52	13.247517
53	13.639242
54	13.288040
55	13.177066
56	13.788999
57	13.843816
58	13.879282
59	13.985887
60	13.451422
61	13.514992
62	14.258253
63	14.620811
64	14.888834
65	14.600554
66	14.066318
67	14.955717
68	14.420825
69	14.177210
70	13.789153
71	14.873241
72	15.733156
73	14.691384
74	15.205687
75	15.752739
76	15.970426
77	15.801365
78	15.752734
79	16.558208
80	16.377760
81	16.258417
82	16.821140
83	17.706854
84	17.853643
85	17.907379
86	17.859449
87	18.477518
88	18.168234
89	19.086411
90	19.425871
91	19.995953
92	20.238695
93	19.963644
94	20.489841
95	20.826401
96	21.873255
97	22.033989
98	22.214602
99	21.805635
100	22.468708
101	22.432295
102	22.787813
103	22.645792
104	22.539307
105	22.624863
106	23.717459
107	23.714130
108	23.676331
109	23.928423
110	23.847786
111	24.040783
112	24.269907
113	24.107494
114	24.298962
115	25.213779
116	24.645880
117	24.673485
118	24.867905
119	25.435577
120	25.316381
121	25.595686
122	26.142216
123	25.832159
124	26.799397
125	26.610918
126	26.564159
127	26.995787
128	27.443224
129	27.668083
130	28.488983
131	28.946686
132	29.302586
133	29.140301
134	29.263144
135	29.982386
136	30.052164
137	29.802448
138	30.590616
139	30.651705
140	30.704376
141	31.336159
142	30.334341
143	29.986010
144	30.657904
145	30.803726
146	30.782196
147	30.529997
148	30.706186
149	31.070541
150	31.137396
151	31.422634
152	32.468056
153	31.564413
154	32.048943
155	32.301167
156	32.936394
157	32.980438
158	33.741837
159	34.447498
160	35.184727
161	34.612038
162	34.251030
163	35.114685
164	35.194767
165	35.363220
166	35.804417
167	35.627407
168	35.785522
169	35.811611
170	35.966042
171	36.151615
172	36.716118
173	36.031162
174	35.734150
175	36.644253
176	37.999794
177	37.058407
178	37.741032
179	37.784523
180	38.206387
181	38.161751
182	38.242634
183	38.880672
184	38.817116
185	39.839790
186	40.044918
187	39.946301
188	39.829010
189	40.520485
190	40.588711
191	40.777840
192	41.026951
193	41.028130
194	41.202106
195	41.455437
196	41.942715
197	43.140488
198	42.797306
199	42.871361
200	43.945068
201	44.100765
202	44.169239
203	45.533554
204	45.799446
205	65.349503
206	65.157928
207	64.690048
208	63.909359
209	63.477913
210	63.673592
211	63.984295
212	63.691307
213	64.196503
214	64.331902
215	62.899124
216	62.900829
217	63.048183
218	63.035103
219	62.566799
220	61.848202
221	61.877388
222	62.147217
223	62.232719
224	61.538559
225	61.453899
226	61.256290
227	61.002506
228	61.238541
229	60.779972
230	60.680107
231	60.990768
232	61.182697
233	60.719418
234	60.442570
235	60.157898
236	60.337307
237	59.489101
238	59.686016
239	59.177742
240	59.430733
241	59.577454
242	58.825005
243	57.872684
244	58.404785
245	57.001907
246	57.481537
247	57.463749
248	57.510342
249	57.372475
250	56.851337
251	56.672836
252	56.824718
253	55.602604
254	55.254059
255	54.889236
256	55.072460
257	54.724636
258	55.286541
259	55.226902
260	55.483986
261	54.893749
262	54.495331
263	53.590351
264	52.490730
265	51.832050
266	52.682594
267	51.856457
268	51.075089
269	51.390732
270	51.469818
271	50.844410
272	51.413029
273	51.848980
274	51.691948
275	50.800041
276	51.217003
277	50.943951
278	50.651531
279	50.180252
280	49.756111
281	49.908928
282	49.116421
283	49.046600
284	48.742271
285	48.379585
286	48.065186
287	47.813831
288	47.325691
289	47.186836
290	47.145496
291	46.196033
292	46.899994
293	46.407242
294	45.884415
295	45.381489
296	45.128708
297	45.787689
298	45.479397
299	45.414528
300	45.171505
